Conversation	Speaker	Transcript
Abnormal3	User	 Can you get it to me quick? I’m in a rush
Abnormal3	Clerk	 Sure that’s fine would you like drinks with this?
Abnormal3	User	 Yeah three large cokes
Abnormal3	Clerk	 Tom can you give me a hand
Abnormal3	Clerk	 Wait a moment sir
Abnormal3	User	 Ummm that’s pretty rude sir I said I was in a hurry
Abnormal3	User	 hellooooo?
Abnormal3	User	 excuse me!
Abnormal3	Clerk	 Sorry
Abnormal3	Clerk	 I had to help a colleague who had trouble carrying a carton of drinks
Abnormal3	Clerk	 I hope you understand sir
Abnormal3	User	 just get my order to me asap
Abnormal3	Clerk	" OK sir, I will ask our delivery driver to get you the order asap"
Abnormal3	Clerk	 Thank you!
Abnormal3	User	 goodbye
Abnormal4	Clerk	 Welcome to Domino’s! What can I get you?
Abnormal4	User	 A large pizza with mushrooms
Abnormal4	Clerk	 Would you like any sides or drinks with that?
Abnormal4	User	 maybe some coleslaw and fanta orange
Abnormal4	Clerk	" I’m so sorry, sir, I’m afraid I need to leave urgently."
Abnormal4	Clerk	" But please don’t worry, I’ll be switching you over to another clerk who can finish your order for you"
Abnormal4	User	 THat’s fine
Abnormal4	Clerk	 welcome to Domino’s! So I see that you placed an order of a large pizza with mushrooms with coleslaw and fanta orange. Would that be all?
Abnormal4	User	 I would also like some dessert
Abnormal4	User	 perhaps some brownies?
Abnormal4	Clerk	 We have some fresh brownies right out of the oven
Abnormal4	User	 That’s great get me a dozen
Abnormal4	Clerk	 We’ll get your order to you in thirty minutes
Abnormal4	Clerk	 Thank you sir!
Abnormal4	User	 Sure thank you too
