	Conversation	Speaker	Transcript
415	Text9	User	I ’ ll have it delivered .
416	Text9	Clerk	Sounds good , what address should we deliver to ?
417	Text9	User	123 Road street .
418	Text9	Clerk	Okay it will arrive at <address> 6:00 pm </address>
419	Text9	User	Can I pay over the phone ?
420	Text9	Clerk	Yes , ma ’ am .
421	Text9	User	Excuse me , I ’ m a man . But anyway , my card number is <numeric> 123456789 </numeric> .
422	Text9	Clerk	Okay , would you like to add a tip to the order , <address> 15 % 20 % , 90 % </address> ?
423	Text9	User	0 % tip because you offended me .
424	Text9	Clerk	I ’ m sorry to hear that . I won ’ t add a tip to the card .
425	Text9	User	Okay , I ’ ll see you at 6pm then .
426	Text9	Clerk	Thank you for your business !
427	Text10	Clerk	Hi and welcome to the Pizza Palace , what would you like ?
428	Text10	User	I ’ d like <quant> two </quant> <size> large </size> mediteranean pizzas please , I have a hungry family .
429	Text10	Clerk	What is on a mediterranean pizza ?
430	Text10	User	Olives , feta , and tzatziki sauce .
431	Text10	Clerk	Unfortunately , we don ’ t have any of those toppings . Can I get you a different kind of pizza ?
432	Text10	User	Do you have <pizza_type> meat lovers </pizza_type> pizza ?
433	Text10	Clerk	Yes we do , it has <topping> sausage </topping> , <topping> bacon </topping> , and meatballs .
434	Text10	User	Sounds good , I ’ ll take <quant> two </quant> of those , do you do delivery ?
435	Text10	Clerk	No , sorry , you ’ ll have to do <modality> pick up </modality> .
436	Text10	User	Okay then I will pick it up , when will it be ready ?
437	Text10	Clerk	About 20 minutes from now .
438	Text10	User	Okay sounds good . Do I pay when I arrive ?
439	Text10	Clerk	Yes , you can pay when you get here .
440	Text10	User	Okay , thanks !
441	Text11	Clerk	Hi and welcome to the Pizza Park , what can I get you ?
442	Text11	User	I ’ d like <quant> three </quant> pizzas , one <pizza_type> cheese </pizza_type> , one haiwaiian , and <quant> one </quant> <beverage> margarita </beverage>
443	Text11	Clerk	Sure , what size would you like ?
444	Text11	User	<quant> One </quant> <size> large </size> haiwaiian , one medium margarita , <quant> one </quant> <size> small </size> <pizza_type> cheese </pizza_type> .
445	Text11	Clerk	Okay , so <quant> one </quant> <size> large </size> <pizza_type> hawaiian </pizza_type> , <quant> one </quant> <size> medium </size> margarita , and <quant> one </quant> <size> small </size> <pizza_type> cheese </pizza_type> . Got it .
446	Text11	User	When should I pick it up ?
447	Text11	Clerk	You can pick it up around 6:30 , it ’ ll be about $ 35 .
448	Text11	User	Can I pay when I get there , I ’ d rather not use my card over the phone .
449	Text11	Clerk	Sure , but we only take cash here .
450	Text11	User	Okay sounds good ! Thank you for being so quick .
451	Text12	Clerk	This is johnny ’ s pizza , where we get you the greasiest cheese pizza for cheap .
452	Text12	User	Hi , what ’ s the price for your largest pizza size ?
453	Text12	Clerk	Our monster size pizza is $ 20 , if you eat it in <time> 10 minutes </time> , you get it for free .
454	Text12	User	Even if I get it <modality> delivery </modality> ? Do you sit and wait ?
455	Text12	Clerk	Yeah , just videotape it and post it to youtube with the hashtag # johnnymonster
456	Text12	User	Can you recommend any other pizza places around here ?
457	Text12	Clerk	I like the classics like domino ’ s .
458	Text12	User	Okay , I think I might go with them instead . Bye .
459	Text12	Clerk	Good choice , goodbye !
460	Text13	Clerk	Hi and welcome to Pizza Pizza Pizza , tell me how many pizzas you want .
461	Text13	User	Okay this is a complicated order , are you ready ?
462	Text13	Clerk	Let ’ s start with how many pizzas you want .
463	Text13	User	6 pizzas please .
464	Text13	Clerk	Okay , will they all be different ?
465	Text13	User	Some different , some the same .
466	Text13	Clerk	Okay , tell me what is on the ones you want to be the same .
467	Text13	User	3 will be cheese pizza and 2 will be pepperoni , and <quant> 1 </quant> will be half vegetable and half <pizza_type> cheese </pizza_type>
468	Text13	Clerk	Okay , so <quant> 3 </quant> <pizza_type> cheese </pizza_type> , <quant> 2 </quant> <topping> pepperoni </topping> , and <quant> 1 </quant> half veg and half <pizza_type> cheese </pizza_type> . What size do you want the <pizza_type> cheese </pizza_type> pizzas to be ?
469	Text13	User	All 3 will be <size> large </size> <pizza_type> cheese </pizza_type> pizzas .
470	Text13	Clerk	Okay , and what size for the <pizza_type> pepperoni </pizza_type> ?
471	Text13	User	Both will be small .
472	Text13	Clerk	Okay , small , and for the half veg half <pizza_type> cheese </pizza_type> ?
473	Text13	User	Large .
474	Text13	Clerk	Okay , so <quant> 3 </quant> <size> large </size> <pizza_type> cheese </pizza_type> , <quant> 2 </quant> <size> small </size> <pizza_type> pepperoni </pizza_type> , and <quant> 1 </quant> <size> small </size> <pizza_type> half veg half cheese </pizza_type> . That will be $ 50 .
475	Text13	User	Sorry the last pizza should also be large .
476	Text13	Clerk	Oh sorry , <size> large </size> <pizza_type> half veg half cheese </pizza_type> . So that ’ ll be $ 60 . Do you want to <modality> pick up </modality> or get it <modality> delivered </modality> ?
477	Text13	User	Can we do pickup ?
478	Text13	Clerk	Yes , sure , do you want to pay now over the phone or when you arrive ?
479	Text13	User	I will pay when I arrive , in cash .
480	Text13	Clerk	Okay , they ’ ll be ready in <time> 40 minutes </time> .
481	Text13	User	Sounds good , see you then .
482	Text14	Clerk	Welcome to Devin ’ s pizza , gourmet pizza at a low price !
483	Text14	User	I ’ ll have a <pizza_type> cheese </pizza_type> pizza , I know it ’ ll be ready in 20 so I ’ ll see you then .
484	Text14	Clerk	Wait , sorry . We don ’ t know the size of the pizza yet !
485	Text14	User	Oh right , a <size> small </size> , please .
486	Text14	Clerk	For only $ 1 you can upgrade to a <size> medium </size> pizza .
487	Text14	User	No thanks , I just want a <size> small </size> .
488	Text14	Clerk	Would you like a soda ?
489	Text14	User	Nope , just the one small pizza . How much is that ?
490	Text14	Clerk	That will be $ 9.95 , Visa or Mastercard ?
491	Text14	User	I ’ d rather pay in cash when I get there .
492	Text14	Clerk	Okay sounds good . When should we have the pizza ready ?
493	Text14	User	If you can do 20 minutes from now , that would be great .
494	Text14	Clerk	Yes we can ! The pizza should be out of the oven at <address> 5:15 pm </address>
495	Text14	User	Alright , see you then .
496	Text14	Clerk	Goodbye !
497	Text15	Clerk	Hi , it ’ s The Pizza Place , how are you ?
498	Text15	User	I ’ m great , thanks for asking ! How ’ re you ?
499	Text15	Clerk	I ’ m doing good , been a long day making pizza though .
500	Text15	User	I can ’ t imagine , big game and all going on .
501	Text15	Clerk	Yeah , today ’ s supposed to be our busiest day of the year . Are you getting pizza for a watch party ?
502	Text15	User	Oh really ? Yes I am ! Got my grandkids over to support the SeaHorses .
503	Text15	Clerk	Yeah , go SeaHorses ! Alright , what can I get you ?
504	Text15	User	How about <quant> 3 </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> pizzas , the classic pizza .
505	Text15	Clerk	True , our most popular pie . Anything else ?
506	Text15	User	Nope that ’ ll be it ! They just scored , did you see that ! ?
507	Text15	Clerk	Whoa ! Yeah , I can hear the guys in the kitchen going wild . Alright , your pizza ’ s gon na be $ 40 .
508	Text15	User	Nice ! Do you do delivery ?
509	Text15	Clerk	Of course , but it ’ s a busy night so it ’ ll be a while . Your order will probably take an hour .
510	Text15	User	Ah , we can pick it up instead if that will be faster .
511	Text15	Clerk	Yeah , it ’ ll be ready in about half an hour .
512	Text15	User	Okay sounds , good . Can I pay now ?
513	Text15	Clerk	Yes you can pay over the phone . What ’ s your card number ?
514	Text15	User	My card is <numeric> 567856785678 </numeric> and expiration is <numeric> 13/2020 </numeric>
515	Text15	Clerk	You might want to get that card renewed , but I got your info down . You ’ re all set .
516	Text15	User	Thanks ! See you in 30 .
517	Text15	Clerk	Bye !
518	Text16	Clerk	Welcome to Little Italy , are you wanting dinein or <modality> take out </modality> ?
519	Text16	User	Take
520	Text16	Clerk	Okay , but I ’ ll just add that our pasta is to die for .
521	Text16	User	Do you guys put pasta on the pizzas ever ?
522	Text16	Clerk	No , that would be soggy .
523	Text16	User	Okay , fair point . What toppings do you have ?
524	Text16	Clerk	All of the usual ones , <topping> pepperoni </topping> , <topping> olives </topping> , <topping> mushrooms </topping> , <topping> sausage </topping> , etc .
525	Text16	User	Okay , can I get <quant> one </quant> <size> medium </size> pizza with <topping> olives </topping> and <topping> mushrooms </topping> ?
526	Text16	Clerk	Yes we can do that . Anything else ?
527	Text16	User	Do you have any anchovies ?
528	Text16	Clerk	We just ran out , so no .
529	Text16	User	Oh , okay , no anchovies . How about sardines ?
530	Text16	Clerk	We have salmon , usually served on our sushi pizza .
531	Text16	User	No thanks , that sounds kind of gross . I ’ ll just have the pizza I ordered .
532	Text16	Clerk	Okay , remind me again , what was that pizza ?
533	Text16	User	I wanted a <size> medium </size> pizza with <topping> olives </topping> and <topping> mushrooms </topping> .
534	Text16	Clerk	That ’ s right , that will be $ <numeric> 18.60 </numeric>
535	Text16	User	Okay , can I pay with card ?
536	Text16	Clerk	Yes , we do card payment . Can I get your card information ?
537	Text16	User	My card number is <numeric> 0987654321 </numeric> and my expiration date is tomorrow .
538	Text16	Clerk	The payment was successful , the pizza will be ready for <modality> pick </modality>
539	Text16	User	Okay , great , see you then .
540	Text16	Clerk	Goodbye !
541	Text17	Clerk	Welcome to Great Pizza , what kind of pizza do you want ?
542	Text17	User	Hi .
543	Text17	Clerk	Hi , can I get you a <size> small </size> , medium , or <size> large </size> pizza ?
544	Text17	User	That ’ s a lot of choices , what kind of pizzas do you have ?
545	Text17	Clerk	Well , actually , I was thinking about adding one more size to the list , extra <size> large </size> , so if you thought we had lots of sizes it could have been a lot worse . But we have <size> small medium </size> and large of all our pizzas , most people like cheese , but we have other toppings : <pizza_type> pepperoni </pizza_type> , onion , <topping> green peppers </topping> , <topping> sausage </topping> , other stuff . What do you want ?
546	Text17	User	Wow . Maybe I should get just a <pizza_type> cheese </pizza_type> pizza .
547	Text17	Clerk	Yeah , we can do that for you , people love our cheese pizzas , it ’ s what we ’ re known for . You got ta tell me what size you want , though .
548	Text17	User	Okay . Medium please .
549	Text17	Clerk	Medium ? You sure ? Some people say medium because they ’ re expecting a certain size pizza but they really want a <size> large </size> . A large is only $ 2 more , do you want to upgrade ?
550	Text17	User	I think medium will be fine , thanks .
551	Text17	Clerk	Alright , if you ’ re sure . Do you want to pay over the phone or when you <modality> pick up </modality> ? We only do pickup , sorry . We tried to start doing delivery but the delivery people were so flakey , we fired them all .
552	Text17	User	Oh okay . I will pay when I get there .
553	Text17	Clerk	Alright , great , see you then , looking forward to it .
554	Text18	Clerk	Welcome to Pablo Pizzcaso , how may we help you ?
555	Text18	User	I ’ d like to get Chinese food , but I guess I ’ m getting pizza tonight .
556	Text18	Clerk	Oh , sorry we do not serve Chinese food here .
557	Text18	User	Yeah , I was just thinking aloud .
558	Text18	Clerk	Oh okay , well we can help you with pizza for sure . What can I get you ?
559	Text18	User	I don ’ t really like large pizzas .
560	Text18	Clerk	Oh okay , interesting . You are welcome to buy any kind of pizza you would like . First can I get a size ?
561	Text18	User	Yeah , medium .
562	Text18	Clerk	What kind of pizza ?
563	Text18	User	Just cheese . And just one pizza .
564	Text18	Clerk	Okay just cheese , and just one .
565	Text18	User	How much will that be ?
566	Text18	Clerk	That will $ 12.50 , would you like to donate to the pizza society charity ?
567	Text18	User	No thank you , I do my own charitable giving .
568	Text18	Clerk	Okay , are you sure ?
569	Text18	User	Yeah , I ’ m sure .
570	Text18	Clerk	Okay , the pizza will be ready in <time> 30 minutes </time> .
571	Text18	User	Great , see you then .
572	Text18	Clerk	Bye !
573	Text19	Clerk	Hi , welcome to Azzip . What can I get you ?
574	Text19	User	I will have as much pizza as you can make , just kidding , 3 pizzas .
575	Text19	Clerk	Well , if you ever need to place a catering order , we just need <quant> 1 </quant> week notice . But we can do 3 pizzas .
576	Text19	User	No I ’ m okay sorry , I am a joker .
577	Text19	Clerk	Ha , ha . Okay , what kind of pizza ?
578	Text19	User	<quant> One </quant> <size> large </size> <pizza_type> cheese </pizza_type> , <quant> one </quant> <size> large </size> , meat lovers , and <quant> one </quant> <size> large </size> <pizza_type> buffalo chicken </pizza_type>
579	Text19	Clerk	Okay , <quant> one </quant> <size> large </size> <pizza_type> cheese </pizza_type> , <quant> one </quant> <size> large </size> <pizza_type> meat lovers </pizza_type> , and <quant> one </quant> <size> large </size> buffalo chicken . That ’ ll be $ 30 .
580	Text19	User	Okay awesome , when can I expect it at my door ?
581	Text19	Clerk	What ’ s your address ?
582	Text19	User	<address> 123 Gugenheim Hall </address>
583	Text19	Clerk	Oh , actually our <modality> delivery </modality> boy just quit . Can you pick it up ?
584	Text19	User	Oh dang , I ’ m sorry to hear that . Yes I can pick it up . When will it be ready ?
585	Text19	Clerk	In about 20 minutes . Do you want to pay when you get here ?
586	Text19	User	Yes please .
587	Text19	Clerk	Okay , see you then .
588	Text19	User	Chao !
589	Text19	Clerk	Adios !
590	Text20	Clerk	Welcome to Pizzamon , where we create pokemon themed pizzas !
591	Text20	User	Hi , so , what does that mean exactly ?
592	Text20	Clerk	So we have our Pikacheese pizza which is in the shape of pikachu ’ s head , we have squirtle ’ s seafood which is in the shape of squirtle ’ s shell , and we have bulbasaur ’ s veggie delight , which is just a veggie pizza actually .
593	Text20	User	Oh , interesting . What veggies are on the bulbasaur ’ s veggie delight pizza ?
594	Text20	Clerk	All kinds , including green bell peppers , spinach , <topping> olives </topping> , and tomatoes !
595	Text20	User	Hmm , what ’ s the cheapest pizza you sell ?
596	Text20	Clerk	The Pikacheese is the cheapest , with <size> large </size> selling for $ 12 , medium for $ 10 , and small for $ 8 .
597	Text20	User	How can I get the most toppings for the least amount of money ? I don ’ t want just a <pizza_type> cheese </pizza_type> pizza .
598	Text20	Clerk	You can add additional toppings of your choice for .50 a topping . So I would get a Pikacheese and choose 3 toppings for it to be cheaper than the bulbasaur ’ s veggie delight .
599	Text20	User	Okay , I want to do that . Can you choose 3 random veggie toppings for me ?
600	Text20	Clerk	How about , <topping> pineapple </topping> , <topping> ham </topping> , and <topping> onions </topping> ?
601	Text20	User	Pineapple and onion sounds good , but ham isn ’ t vegetarian . Can I have <topping> olives </topping> instead ?
602	Text20	Clerk	Yes I have a <size> large </size> <pizza_type> Pikacheese </pizza_type> with <topping> pineapple </topping> , <topping> olives </topping> , and <topping> onions </topping> . Will that be all ?
603	Text20	User	Yes , that ’ s it . Is it okay if I pay in change ?
604	Text20	Clerk	Sure that ’ s fine but you ’ ll have to come pick up the pizza to pay with cash .
605	Text20	User	Okay , will it be ready in <time> 20 minutes </time> ?
606	Text20	Clerk	Yes , it should be ready in <time> 20 minutes </time> .
607	Text20	User	Is it okay for me to come in about <time> 30 minutes </time> ?
608	Text20	Clerk	Yes . See you in <time> 30 minutes </time> .
609	Text20	User	Bye !
610	Abnormal1	Clerk	Hi this is John ’ s pizza how may I take your order ?
611	Abnormal1	User	Hi , I ’ d like <quant> three </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> pizzas , please .
612	Abnormal1	Clerk	Sorry , can I put you on hold ?
613	Abnormal1	User	Sure .
614	Abnormal1	Clerk	Hi this is John ’ s pizza how may i take your order ?
615	Abnormal1	User	Hi , I think I was just speaking to you , I ’ m ordering <quant> 3 </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> pizzas ?
616	Abnormal1	Clerk	Got it , that will be $ 50 ! Would you like to pickup or have it delivered ?
617	Abnormal1	User	I ’ ll pick it up and pay when I get there .
618	Abnormal1	Clerk	Sounds good , it will be ready in <time> 30 minutes </time> .
619	Abnormal2	Clerk	Hi , this is a pizza parlor , how can I take your order ?
620	Abnormal2	User	2 pepperoni pizzas please
621	Abnormal2	Clerk	Okay , anything else ?
622	Abnormal2	User	A <size> large diet </size> <beverage> coke </beverage>
623	Abnormal2	Clerk	Okay cool , hold on . I have to do something real quick . *2 minutes*
624	Abnormal2	Clerk	Hi again , unfortunately our ovens just broke , so we can ’ t make your pizza . I can still get you a diet coke though .
625	Abnormal2	User	Oh darn , that ’ s unfortunate , no it ’ s okay , I ’ ll take my business elsewhere !
626	Abnormal2	Clerk	No please , we have the best diet coke in town !
627	Abnormal2	User	Goodbye .
628	Abnormal2	Clerk	Nooooooo…
629	Abnormal3	Clerk	Hello , welcome to Grover ’ s pizza .
630	Abnormal3	User	Hi , I ’ d like to order two pizzas please .
631	Abnormal3	Clerk	What kinds of pizza ?
632	Abnormal3	User	I ’ ll just have <quant> two </quant> vegg ( DISCONNECTION )
633	Abnormal3	Clerk	Hello , are you there ? I can ’ t hear you . Sorry I think we disconnected .
634	Abnormal4	Clerk	Hi , this is The Only Pizza Place in Town . How can I help you ?
635	Abnormal4	User	*bark* Hi , sorry my dogs are barking , one second .
636	Abnormal4	Clerk	That ’ s okay , let me know when you ’ re ready to order .
637	Abnormal4	User	Hi are you still there ?
638	Abnormal4	Clerk	Hi , yep , what can I get you ?
639	Abnormal4	User	3 pizzas and a 2 liter of soda
640	Abnormal4	Clerk	Okay great , first of all , what kind of soda ?
641	Abnormal4	User	*bark bark bark* Sorry , one second .
642	Abnormal4	Clerk	No worries .
643	Abnormal4	User	Hi , sprite please .
644	Abnormal4	Clerk	Okay got it , a <numeric> 2 </numeric> liter of Sprite . What kinds of toppings on your pizzas ?
645	Abnormal4	User	All cheese , some is for my *bark* dogs
646	Abnormal4	Clerk	Can dogs have <pizza_type> cheese </pizza_type> ?
647	Abnormal4	User	Sorry I was kidding
648	Abnormal4	Clerk	Oh haha , good joke . Okay so that comes to $ 50 . How do you want to pay ?
649	Abnormal4	User	My card is <numeric> 908765 </numeric> .
650	Abnormal4	Clerk	Great thanks , do you want to do pickup or delivery ?
651	Abnormal4	User	Delivery please , my address is <numeric> 789 </numeric> the best house on the block
652	Abnormal4	Clerk	Okay great , our driver will be there in <time> 20 minutes </time> .
653	Abnormal4	User	Sounds good ! Thanks .
654	Abnormal4	Clerk	You ’ re welcome , bye .
