	Conversation	Speaker	Transcript
355	Text_6	Clerk	Fantastic . The <size> large </size> <pizza_type> supreme </pizza_type> and <size> large </size> <pizza_type> veggie </pizza_type> pizzas will come to $ 20.56 . Can I have your name and card information ?
356	Text_6	User	Yes . It 's Jane Grant , number is <numeric> 4567 </numeric> , expiration <numeric> 04/56 </numeric> , code <numeric> 456 </numeric> , and the zip code on that is <numeric> 04567 </numeric>
357	Text_6	Clerk	Alright , the $ 20.56 will be charged to your 4567 card . We should have that ready for <modality> pickup </modality> in about <time> 20 minutes </time> .
358	Text_6	Clerk	Thank you for ordering with Dominoes . Have a great day !
359	Text_6	User	Great ! You too , bye .
360	Text_7	User	ring ring
361	Text_7	Clerk	Hi , this is Domino 's ! What can I get for you today ?
362	Text_7	User	I 'd like a <size> small </size> <pizza_type> half cheese </pizza_type> half green pepper pizza please , nothing else
363	Text_7	Clerk	Okay ! Is that for <modality> pickup </modality> or delivery ?
364	Text_7	User	<modality> pickup </modality> ! my card information is <numeric> 3334 , 11/12 , 555 </numeric> , and my name is <name> Jimmy Doe </name>
365	Text_7	Clerk	Great ! That 'll be 5.78 , I 'll charge that to 3334 , expiring <numeric> 11/12 </numeric> , code <numeric> 555 </numeric> . We 'll have that ready for you in <time> 20 minutes </time> , Jimmy !
366	Text_7	User	Thanks ! Bye
367	Text_7	Clerk	Bye !
368	Text_8	Clerk	Hi this is Dominos , Anna speaking . How can I help you today ?
369	Text_8	User	Hi Anna ! Can I get a <size> large </size> <pizza_type> Hawaiian </pizza_type> ? And some breadsticks ?
370	Text_8	Clerk	Yes you can ! Would you like to add a drink ?
371	Text_8	User	Yes please ! A coke ?
372	Text_8	Clerk	No problem . Would you like to add a dessert option ? We 're offering a <size> large </size> order our fudgy lava brownies for only $ 2.00 extra as our winter special .
373	Text_8	User	Absolutely , yes please !
374	Text_8	Clerk	Fantastic ! That large Hawaiian , breadsticks , coke , and fudgy lava brownies will all come to $ 18.04 . Is this for <modality> pickup </modality> or delivery ?
375	Text_8	User	For delivery !
376	Text_8	Clerk	That will add a $ <quant> 5 </quant> <modality> delivery </modality> charge , making your total $ 23.04 . Could I have your delivery address and card information ?
377	Text_8	User	Okay , yes ! <address> 200 8th Street SW </address> , the name 's John Gates .
378	Text_8	User	The card number is <numeric> 8923 </numeric> , expiration <numeric> 10/24 </numeric>
379	Text_8	Clerk	Alright , we 'll charge the $ 23.04 to the 8923 card . We should have your order to you in about <time> 30 minutes </time> . Have a great rest of your night and thank you for choosing Dominos !
380	Text_8	User	Thanks !
381	Text_9	User	ring ring
382	Text_9	Clerk	Hello , Domino 's !
383	Text_9	User	Hi , is it possible to just get <quant> 3 </quant> orders of your breadsticks and a drink ?
384	Text_9	Clerk	Totally !
385	Text_9	User	awesome , can I have that and some of the <side> garlic sauce dip </side> ?
386	Text_9	Clerk	Yep ! That 'll be <numeric> 7.65 </numeric>
387	Text_9	User	Thanks , and that 'll be for <modality> pickup </modality>
388	Text_9	User	under John greene
389	Text_9	Clerk	3 orders of breadsticks with garlic dip and a drink , for John Greene !
390	Text_9	User	Thanks , can I make that drink a sprite ?
391	Text_9	Clerk	3 orders of breadsticks with garlic dip and a sprite ! What size ?
392	Text_9	User	Large
393	Text_9	Clerk	Gotcha ! <numeric> 7.85 </numeric>
394	Text_9	User	Cool . My card is <numeric> 5555 </numeric> , expiration date <numeric> 33/44 </numeric> , security code <numeric> 890 </numeric>
395	Text_9	Clerk	I 'll charge that 7.85 to your card 5555 , expiring <numeric> 33/44 </numeric> , code <numeric> 890 </numeric> .
396	Text_9	Clerk	3 orders of breadsticks with garlic dip and a <size> large </size> <pizza_type> sprite </pizza_type> for John Greene , ready in <time> 15 minutes </time> .
397	Text_9	User	Thanks !
398	Text_9	Clerk	Thank you ! Bye !
399	Text_10	Clerk	Hi , this is Dominos . What would you like to order ?
400	Text_10	User	Hi Dominos ! Can I get a pizza ?
401	Text_10	Clerk	Of course , what size for the pizza ?
402	Text_10	User	Large ! And extra <pizza_type> cheese </pizza_type>
403	Text_10	Clerk	No problem . Would that be a <pizza_type> cheese </pizza_type> pizza with extra cheese , or would you like a different set of toppings ?
404	Text_10	User	Oh , <topping> sausage </topping> please !
405	Text_10	Clerk	Large sausage pizza with extra cheese . Would you like to add anything else to this pizza ?
406	Text_10	User	Yes ! Spinach please ! Cheese , <topping> sausage </topping> , spinach .
407	Text_10	Clerk	Alright , that makes it a <size> large </size> <pizza_type> 3-topping cheese sausage spinach </pizza_type> pizza with extra cheese . Would you like to add a drink ?
408	Text_10	User	No thanks !
409	Text_10	User	Actually yeah a <size> small </size> <beverage> sprite </beverage>
410	Text_10	Clerk	No problem , I 'll add that small sprite to your order .
411	Text_10	Clerk	Will that be all for you today ?
412	Text_10	User	Yep
413	Text_10	Clerk	Great , will this be for <modality> pickup </modality> or delivery ?
414	Text_10	User	Delivery please ! <address> 433 15th Avenue </address>
415	Text_10	Clerk	That brings your total to $ 13.33 for the <size> large </size> <pizza_type> cheese sausage spinach </pizza_type> pizza and a <size> small </size> <pizza_type> sprite </pizza_type> . Can I have your name and card information ?
416	Text_10	User	Yeah !
417	Text_10	User	Jane Lawrence , the card is <numeric> 8009 </numeric>
418	Text_10	Clerk	Thanks , Jane . What are the security code and expiration date for that card ?
419	Text_10	User	789 and <quant> 07/89 </quant>
420	Text_10	Clerk	Thank you , we 'll charge that $ 13.33 to the 8009 card for your pizza and drink delivered to <address> 433 15th avenue . Estimated delivery time is 15 minutes </address>
421	Text_10	User	Amazing thank you !
422	Text_10	Clerk	Enjoy your day , Jane ! Goodbye
423	Text_10	User	Bye !
424	Text_11	User	Hi ! I 'd like a <size> large </size> <pizza_type> pepperoni </pizza_type> pizza and a <size> small </size> <pizza_type> cheese </pizza_type>
425	Text_11	User	For pickup . Name is <name> David Green </name>
426	Text_11	Clerk	Alright David , will that be all for you today ?
427	Text_11	User	Yes , that 's all . My card is <numeric> 2363 </numeric> , code <numeric> 425 </numeric>
428	Text_11	User	Expiration <numeric> 10/10 </numeric>
429	Text_11	Clerk	Great , thank you . We 'll be charging a total of $ 14.22 to your card number 2363 . The <size> large </size> <pizza_type> pepperoni </pizza_type> and <size> small </size> <pizza_type> cheese </pizza_type> pizzas should be out to you quickly , about <time> 15 minutes </time>
430	Text_11	User	Thank you , goodbye !
431	Text_11	User	ring ring
432	Text_12	Clerk	Hi ! Domino 's , how can I help you ?
433	Text_12	User	Hi ! Could I order for <modality> delivery </modality> to <address> 567 12 Street North </address> ?
434	Text_12	Clerk	Of course , and what would you like to order ?
435	Text_12	User	<quant> Two </quant> <size> large </size> pizzas , can I get one with <topping> spinach </topping> and tomatoes and one with <topping> sausage </topping> ?
436	Text_12	Clerk	We can do that -- that should come to $ 18.38 for the pair . Can I get you anything else ?
437	Text_12	User	A large Coke , please !
438	Text_12	Clerk	I 'll add that on ! That brings the total to $ 20.64 . Delivery should take about <time> 20 minutes </time>
439	Text_12	User	Great !
440	Text_12	Clerk	Can I have your card information ?
441	Text_12	User	Sure , it 's Jonah Johnson , <numeric> 2222 </numeric>
442	Text_12	User	Expiration date is <numeric> 05/54 </numeric> and the code is <numeric> 123 </numeric>
443	Text_12	Clerk	Fantastic , the <numeric> two </numeric> pizzas and a drink will be charged to your card . We 'll have your order out to you soon ! Have a great day Jonah
444	Text_12	User	Thank you , you too !
445	Text_12	User	ring ring
446	Text_13	Clerk	Good Evening , this is Julie at Domino 's . What can I get for you ?
447	Text_13	User	Hi Julie ! I 'd like to place an order for <modality> pickup </modality> ?
448	Text_13	Clerk	No problem , what would you like to order ?
449	Text_13	User	Could I get a <size> medium </size> pizza with <quant> no </quant> <topping_type> cheese </topping_type> , only sauce and <topping> spinach </topping> ?
450	Text_13	Clerk	Of course , can I have a name for the order ?
451	Text_13	User	Yes , it 's <name> Jennifer Florence </name>
452	Text_13	Clerk	Ok Jennifer , the medium pizza , no <topping> cheese </topping> , only sauce and <topping> spinach </topping> will come to $ 8.44 . Will that be all for you today ?
453	Text_13	User	What sides do you have ?
454	Text_13	Clerk	We offer wings , brownies , or <side> bread sticks </side>
455	Text_13	User	I 'd love some <side> bread sticks </side> please !
456	Text_13	Clerk	I 'll add that , and that makes the total $ 10.02 . We can have this ready for you in about <time> 20 minutes </time> . Could I get your card information for the order ?
457	Text_13	User	Yes , it 's <numeric> 5667 </numeric> , code <numeric> 142 </numeric> , expires <numeric> 12/12 </numeric>
458	Text_13	Clerk	Fantastic , just put that in the system and the $ 10.02 will be charged to that card . You 're all set !
459	Text_13	User	Thank you !
460	Text_13	Clerk	No problem , have a good one !
461	Text_13	User	You too !
462	Text_14	User	ring ring
463	Text_14	Clerk	Hi , Domino 's , what can I get for you today ?
464	Text_14	User	Hi , I 'd like a <size> large </size> <pizza_type> meat lovers </pizza_type> , <size> large </size> <pizza_type> cheese </pizza_type> , large Hawaiian , and <size> large </size> <pizza_type> veggie </pizza_type> please !
465	Text_14	Clerk	That 'll come to $ 40.53 , anything else ?
466	Text_14	User	A two liter coke and sprite ?
467	Text_14	Clerk	That brings it up to $ 43.88 . Is this for <modality> pickup </modality> or delivery ?
468	Text_14	User	For delivery , to <address> 132 4th Ave suite 67 </address>
469	Text_14	Clerk	And that delivery fee brings it up to $ 48.48 . I just need your card info and full name
470	Text_14	User	The card is <numeric> 2014 </numeric> , the code is <numeric> 142 </numeric> , and the expiration is <numeric> 12/47 </numeric> !
471	Text_14	User	And the full name is <name> Lena Horne </name>
472	Text_14	Clerk	Ok Lena , we 'll have those four pizzas and <quant> two </quant> 2-liter drinks out to you in about <numeric> 45 </numeric> minutes . Enjoy your pizza and have a nice day !
473	Text_14	User	Thank you !
474	Text_15	Clerk	Hi this is Domino 's on 75th ! How may I help you ?
475	Text_15	User	Hi , I need to order a couple of <size> medium </size> <pizza_type> pepperoni </pizza_type> pizzas
476	Text_15	Clerk	Okay ! For pickup or delivery ?
477	Text_15	User	<modality> pickup </modality> ! I want <quant> 3 </quant> pizzas actually , no drinks or anything else
478	Text_15	Clerk	Okay , <quant> three </quant> <size> medium </size> <pizza_type> pepperoni </pizza_type> pizzas ?
479	Text_15	User	yes please
480	Text_15	Clerk	Alright , that 'll be 14.50 ! Can I get your card ?
481	Text_15	User	Sorry say that again ?
482	Text_15	Clerk	That 'll be $ 14.50 , can I get a credit card for the order ?
483	Text_15	User	I 'm sorry there 's like static over your voice , let me try moving to another room
484	Text_15	User	ok , say that again
485	Text_15	Clerk	No worries ! The order comes to $ 14.50 , could I get your credit card information for the order ?
486	Text_15	User	I 'm sorry , I 'm gon na try calling you back , it still sounds like static
487	Text_15	User	I 'll call right back
488	Text_15	Clerk	Okay ! I 'm sorry you
489	Text_15	Clerk	're having trouble go ahead and call back when you 're ready !
490	Text_16	User	ring ring
491	Text_16	Clerk	Hi , Domino 's on 75th !
492	Text_16	User	Hi , I just called about <quant> three </quant> <size> medium </size> pizzas ?
493	Text_16	Clerk	Yes ! <quant> Three </quant> <size> medium </size> <pizza_type> pepperoni </pizza_type> pizzas for <modality> pickup </modality> ?
494	Text_16	User	Yes ! That 's my order
495	Text_16	Clerk	Great ! That 'll be $ 14.50 , can I get a credit card for the order ?
496	Text_16	User	Yup , the number is <numeric> 5667 </numeric> , and the security code is <numeric> 124 </numeric>
497	Text_16	User	expiration is <numeric> 11/34 </numeric>
498	Text_16	Clerk	5667 , with security code <numeric> 124 </numeric> and expiration 11/34 . And can I get the name on the card ?
499	Text_16	User	Yes , Angela
500	Text_16	Clerk	Okay Angela ! We 'll have your pizzas ready for <modality> pickup </modality> in about <time> 20 minutes </time> !
501	Text_16	User	Thanks ! Have a good one
502	Text_16	Clerk	You too !
503	Text_17	User	ring ring
504	Text_17	Clerk	Hello , Dominos on <numeric> 8th </numeric> , how can I help you ?
505	Text_17	User	Hi ! I 'd like to order some pizza for <modality> delivery </modality> ?
506	Text_17	Clerk	We can do that , what pizza would you like ?
507	Text_17	User	A small Hawaiian pizza and a <size> large </size> <pizza_type> supreme </pizza_type> , please .
508	Text_17	Clerk	Great , I 'll get that started for you
509	Text_17	User	Great !
510	Text_17	Clerk	Um give me one second , I 'm having a little trouble with the system here
511	Text_17	User	Sure
512	Text_17	Clerk	Looks like it 's <name> frozen </name>
513	Text_17	User	Oh no !
514	Text_17	Clerk	Ok , I 'm gon na have to put you on a brief hold if you do n't mind , seems like I need to reboot the system and it 'll take a few minutes .
515	Text_17	User	Sure , okay
516	Text_17	Clerk	ok , thank you for waiting . I did lose your order though , could you repeat it again for me ?
517	Text_17	User	Yes ! A small Hawaiian pizza and a <size> large </size> <pizza_type> supreme </pizza_type> ?
518	Text_17	Clerk	Thank you , and sorry again for the wait . Will that be all for you today ?
519	Text_17	User	Yes , that 's all .
520	Text_17	Clerk	Awesome , the small Hawaiian and the Large supreme will come to $ 16.33 , could I have your card information ?
521	Text_17	User	Sure , it 's <numeric> 7890 </numeric> , security code <numeric> 123 </numeric> , expiration <numeric> 12/34 </numeric> . And the name on it is <name> Janet Gold </name>
522	Text_17	Clerk	Thanks Janet , and will this be for <modality> delivery </modality> or pickup ?
523	Text_17	User	Delivery please ! <address> 845 12th Street </address> , apartment C .
524	Text_17	Clerk	ok , that 'll be an extra charge and will bring it up to $ <numeric> 20.44 </numeric>
525	Text_17	User	That 's fine . How long will it take ?
526	Text_17	Clerk	Should be about 30 to 40 minutes from now
527	Text_17	User	Okay , thanks !
528	Text_17	Clerk	Great , we 'll charge the $ 20.44 to your 7890 card and have your pizza to you soon ! Thanks Janet , have a great day .
529	Text_17	User	Thanks , you too !
530	Text_18	User	ring ring
531	Text_18	Clerk	Hi , this is Domino 's Pizza in Bellevue ! How can I help you today ?
532	Text_18	User	Hi ! I want a <size> small </size> <pizza_type> two topping </pizza_type> pizza -- <topping> pepperoni </topping> and <topping> sausage </topping> -- and a <size> medium </size> dr pepper if you have it
533	Text_18	Clerk	Great ! Small <pizza_type> pepperoni </pizza_type> and <topping> sausage </topping> and a <size> medium </size> Dr. Pepper . Is this for <modality> pickup </modality> or delivery ?
534	Text_18	User	Delivery to <address> 31 5th St NE please </address>
535	Text_18	Clerk	Okay ! With the <modality> delivery </modality> fee that comes to 12.31 . Could I get a credit card for the order ?
536	Text_18	User	Yeah , it 's <numeric> 7777 </numeric> with expiration date <numeric> 44/34 </numeric> and code <numeric> 999 </numeric> , billing is <numeric> 56789 </numeric>
537	Text_18	User	My name is <name> Yara Grey </name>
538	Text_18	Clerk	Okay , <numeric> 7777 expiring 44/34 </numeric> , code <numeric> 999 </numeric> , zip 56789 for Yara Grey .
539	Text_18	Clerk	It 's not going through , can I verify the number again for you ?
540	Text_18	Clerk	7777 ?
541	Text_18	User	yeah , that 's correct
542	Text_18	Clerk	Expiration 44/34 ?
543	Text_18	User	oh , sorry it 's <numeric> 44/33 </numeric>
544	Text_18	Clerk	Okay , got it !
545	Text_18	Clerk	You 're all set !
546	Text_18	User	awesome , how long until it 's ready ?
547	Text_18	Clerk	We 'll have that <size> small </size> <pizza_type> pepperoni </pizza_type> and <topping> sausage </topping> and your Dr. Pepper to you at <address> 31 5th St NE in 25 minutes </address> .
548	Text_18	User	great , thanks so much
549	Text_18	Clerk	Thank you , have a good one !
550	Text_18	User	you too ! bye
551	Text_19	User	ring ring
552	Text_19	Clerk	Hi , Dominos !
553	Text_19	User	Hi , this is Angela , I called just now about some <pizza_type> pepperoni </pizza_type> pizzas for <modality> pickup </modality> ?
554	Text_19	Clerk	Hi Angela , how can I help you with that order ?
555	Text_19	User	Would it be possible to change that to <modality> delivery </modality> ? I do n't think I 'll be able to get over there to <modality> pick up </modality> .
556	Text_19	Clerk	Alright , I 'll see what I can do about that . Can I have the last few digits of the card used for the order to verify ?
557	Text_19	User	Yes , it 's <numeric> 5667 </numeric> ?
558	Text_19	Clerk	Great , I found <quant> three </quant> <size> medium </size> <pizza_type> pepperoni </pizza_type> pizzas for Angela from card number <numeric> 5667 </numeric>
559	Text_19	Clerk	Is that correct ?
560	Text_19	User	Yes , that 's correct !
561	Text_19	Clerk	What address do you want that delivered to ?
562	Text_19	User	31 5th Street Northeast , please !
563	Text_19	Clerk	No problem , that 's going to add a <modality> delivery </modality> fee and bring the total up to $ 20 , which will be charged to the 5667 card
564	Text_19	User	Okay ! Thank you ! How long will it take to get here ?
565	Text_19	Clerk	Looks like it 's gon na be about <time> 30 minutes </time>
566	Text_19	User	Okay ! Thanks so much !
567	Text_19	Clerk	No problem ! Have a good night
568	Text_19	User	You too !
