	Conversation	Speaker	Transcript
305	Spoken 6	Clerk	Um thank you so much . Okay um I think that 's gon na be 32 dollars do you know if that 's right ? ( uhhhh ) That 's just that 's just for the sides um so that 's not even the pizza ( uh so that 's ) so I just wan na confirm
306	Spoken 6	User	Uh that 's <numeric> 4 </numeric> sodas so thats <numeric> 14 </numeric>
307	Spoken 6	Clerk	[ interrupt ] no i yeah I that was just the sides ( and then ) I did n't write down the sodas yet I 'm sorry
308	Spoken 6	User	2 bread and <address> 2 cheese so thats 14 and 18 uhhh lem </address> me get my calculator it 's been a long time for math me too
309	Spoken 6	Clerk	Yeah sorry the register 's just broken today and it 's my first day I just I just
310	Spoken 6	User	Oh you poor dear oh no okay 14 uhh it 's about 40 . Yeah it 's like 40 dollars
311	Spoken 6	Clerk	But and for the for the sides ? Or is that the drinks and the pizzas too ?
312	Spoken 6	User	That 's the sides and the drinks .
313	Spoken 6	Clerk	Okay and that was 4 orange sodas , right ?
314	Spoken 6	User	Yeah [ 5 second pause ]
315	Spoken 6	User	Hello ?
316	Spoken 6	Clerk	Yeah ?
317	Spoken 6	User	Oh okay sorry thought I lost you
318	Spoken 6	Clerk	That was that was 4 orange orange sodas , right ?
319	Spoken 6	User	Yeah
320	Spoken 6	Clerk	Okay okay . And and how much -- do you know how much those cost ?
321	Spoken 6	User	Uh usually get <quant> two </quant> and its 7 so whatever that works out to be
322	Spoken 6	Clerk	Okay so then so then 4 would be 14 right ? ( mhm ) Earlier earlier I 'm pretty sure the sides are 32 dollars and and the orange sodas if it 's if it 's four-fourteen for <quant> 4 </quant> of them that had to be more than 40 dollars right ?
323	Spoken 6	User	Well so Tony -- we 're longtime customers we have been coming to Tony 's Pizzeria for like 20 years um like our family and Tony 's family goes way back he usually takes off a little bit you know we 're valued customers um if you , you know , told Tony the next time you see him â€śoh Marsha orderedâ€ť â€śoh Marsha he knows Marshaâ€ť all about , you know he talks all about me so he usually takes a little bit off you know family discount kinda thing . ( okay I 'll ask him about it ) we 're like family . We 're like family .
324	Spoken 6	Clerk	Are you guys family or ?
325	Spoken 6	User	We 're friends of family you know .
326	Spoken 6	Clerk	Okay okay That 's really cool . How long have you known Tony ?
327	Spoken 6	User	Oh gosh i mean we were growing up as kids together we went to the same high school , I mean , you know , so long . 20-30 years at least
328	Spoken 6	Clerk	Yeah yeah I 'm just so glad tony offered me a job I-I mean he did n't even make me interview I 've been coming here a long time too but I-I just do n't have I only have my order memorized you know ? So I do n't know I do n't know ( Fair ) the prices I 'm sorry that 's just why it 's been so difficult today
329	Spoken 6	User	Do n't worry friends of Tony 's a friend of mine
330	Spoken 6	Clerk	Okay , yeah I feel the same way okay and then I st- oh gosh still have n't even um gotten your pizza yet . You wanted <pizza_type> pepperoni </pizza_type> and was that deep dish or regular ?
331	Spoken 6	User	Regular
332	Spoken 6	Clerk	Okay um , so then that should be d-did you want a <size> large </size> , or medium or small ?
333	Spoken 6	User	Large
334	Spoken 6	Clerk	Okay and you know that 's <numeric> 14 </numeric> inches .
335	Spoken 6	User	Mhm
336	Spoken 6	Clerk	Okay so that should be 14 dollars . And then in addition to the-the 40 dollars that should be your total order is <numeric> 54 dollars </numeric>
337	Spoken 6	User	Right
338	Spoken 6	Clerk	Okay and do you wan na pick that up or have it delivers for <quant> 3 </quant> <beverage> dollars </beverage>
339	Spoken 6	User	We 'll pick it <modality> up </modality>
340	Spoken 6	Clerk	Okay um do you wan na pay for it now or later ?
341	Spoken 6	User	I 'll pay for it once i come in ( okay okay ) get to meet the new employee
342	Spoken 6	Clerk	Yeah yeah I 'm excited to meet you too
343	Spoken 6	User	Great well see you then !
344	Spoken 6	Clerk	Alright bye
345	Spoken 6	User	Bye
346	Text 1	User	hi is this tony 's pizza
347	Text 1	Clerk	Yes , how can I help you ?
348	Text 1	User	can I get <quant> 1 </quant> <size> small </size> <pizza_type> meat lovers </pizza_type> pizza delivered
349	Text 1	Clerk	Yes , what kind of crust do you want ?
350	Text 1	User	idk normal
351	Text 1	Clerk	Regular ?
352	Text 1	User	sure that works
353	Text 1	Clerk	Okay , that will be $ 12.00 for the pizza and $ 3.00 for <modality> delivery </modality> . Do you want to pay now or when the food arrives ?
354	Text 1	User	now
355	Text 1	Clerk	Okay , what is your card company ?
356	Text 1	User	mycard
357	Text 1	Clerk	Okay , and your card number ?
358	Text 1	User	<numeric> 12345 </numeric>
359	Text 1	Clerk	Okay , are expiration date ?
360	Text 1	User	end of year
361	Text 1	Clerk	Got it . And name on the card ?
362	Text 1	User	Leesa Bennett
363	Text 1	Clerk	Okay , Leesa , and what address should we deliver the pizza too ?
364	Text 1	User	<address> 123 elm st </address>
365	Text 1	Clerk	Okay , your pizza will arrive at <address> 123 elm street within 30 minutes </address> .
366	Text 1	User	k thx
367	Text 1	Clerk	Thank you for choosing Tony 's Pizza !
368	Text 2	User	Hi ! How much is a Hawaiian pizza ?
369	Text 2	Clerk	Hi there ! It depends on the size of pizza and the type of crust you want on it , or if you want it <crust> gluten free </crust> . It ranges from $ 10-21
370	Text 2	Clerk	We offer thin crust , regular crust , deep dish and <crust> gluten free </crust> in small , medium and <size> large </size>
371	Text 2	User	How much for a <size> small </size> <crust> thin </crust> crust Hawaiian pizza ?
372	Text 2	Clerk	That would be $ <numeric> 10 </numeric>
373	Text 2	User	Do you have any salads ?
374	Text 2	Clerk	We do ! We have a green salad and a Caesar salad
375	Text 2	User	What about sides ?
376	Text 2	Clerk	our other sides are bread sticks and <side> cheese sticks </side>
377	Text 2	User	Do you have lemonade ?
378	Text 2	Clerk	unfortunately we do n't , but we have lemon soda
379	Text 2	User	orange soda ?
380	Text 2	Clerk	Yes we have orange soda
381	Text 2	User	I 'll get the <size> small </size> <crust> thin </crust> crust Hawaiian pizza and orange soda
382	Text 2	Clerk	Sounds good ! Do you want to <modality> pick up </modality> your order in store or have it delivered ( which costs $ 3 extra ) ?
383	Text 2	User	<modality> pick up </modality>
384	Text 2	Clerk	Great ! Would you like to pay now or once you arrive ?
385	Text 2	User	when I arrive
386	Text 2	Clerk	Alright , your order should be ready in <time> 15 minutes </time> . Anything else I can help you with today ?
387	Text 2	User	No
388	Text 2	Clerk	Thank you for coming to Tony 's Pizza , and have a great day !
389	Text 2	User	Thanks
390	Text 3	User	hi I need pizza for <quant> Friday </quant>
391	Text 3	Clerk	which Friday ?
392	Text 3	User	this friday
393	Text 3	Clerk	Okay , this Friday
394	Text 3	Clerk	What time ?
395	Text 3	User	before 8
396	Text 3	Clerk	What time before 8 ?
397	Text 3	User	i guess <quant> 7 </quant>
398	Text 3	Clerk	7 a.m. or 7 p.m. ?
399	Text 3	User	pm
400	Text 3	Clerk	Okay , 7 p.m. this Friday
401	Text 3	Clerk	What kind of pizza ?
402	Text 3	User	well its for <quant> 50 </quant> people
403	Text 3	Clerk	Okay , what kinds of pizza would you like ?
404	Text 3	User	what 's good
405	Text 3	Clerk	Our most popular are 4 Cheese , Pepperoni , and Meat Lovers
406	Text 3	User	k some of those then
407	Text 3	Clerk	How many 4 Cheese pizzas would you like ?
408	Text 3	User	i want the same number of each
409	Text 3	User	how many to serve <quant> 50 </quant>
410	Text 3	User	What number is that ?
411	Text 3	Clerk	I would say get <quant> 3 </quant> of each
412	Text 3	Clerk	Large
413	Text 3	User	k how much is that
414	Text 3	Clerk	Does that sound okay ?
415	Text 3	User	yeah whats the total
416	Text 3	Clerk	The cost depends on if you would like thin , regular , deep dish , or gluten free crust . What kind of crust do you want ?
417	Text 3	User	<crust> regular </crust>
418	Text 3	Clerk	Okay , 9 regular crust large pizzas will be $ <numeric> 126 </numeric>
419	Text 3	Clerk	Would you like them delivered for an extra $ 3 dollars or would you like to pick them up for free ?
420	Text 3	User	<modality> delivered </modality>
421	Text 3	Clerk	Okay , also would you like any drinks or sides with the pizzas ?
422	Text 3	User	what do you have
423	Text 3	Clerk	For sides , we have bread sticks , cheese sticks , green salad , and Caesar salad
424	Text 3	Clerk	For drinks , we have cola , root beer , orange soda , lemon soda , mineral water , and ginger ale
425	Text 3	User	how big are those
426	Text 3	Clerk	The sides or the drinks ?
427	Text 3	User	drinks
428	Text 3	Clerk	They 're the <size> large </size> <address> 2 liter bottles </address>
429	Text 3	User	cool
430	Text 3	User	2 orange
431	Text 3	User	2 lemon
432	Text 3	User	2 cola
433	Text 3	Clerk	Okay , 2 orange sodas , 2 lemon sodas , and 2 colas ?
434	Text 3	User	yup
435	Text 3	User	<quant> 2 </quant> <side> bread sticks 2 cheese sticks 1 salad </side> too
436	Text 3	Clerk	Okay , 2 bread sticks , <quant> 2 </quant> <pizza_type> cheese </pizza_type> sticks , and <quant> 1 </quant> salad . Is there anything else you 'd like to add to your order ?
437	Text 3	User	nah
438	Text 3	Clerk	Okay , <address> 3 4 Cheese pizzas , 3 Meat Lovers pizzas , 3 Pepperoni pizzas , 2 bread sticks , 2 cheese sticks , 1 salad , 2 orange sodas , 2 lemon sodas </address> , and 2 colas . Did I miss anything ?
439	Text 3	User	that 's all
440	Text 3	Clerk	Okay , was the salad a green salad or a Caesar salad ?
441	Text 3	User	caesar
442	Text 3	Clerk	Okay , <address> 3 regular crust large 4 Cheese pizzas , 3 regular crust large Meat Lovers pizzas , 3 regular crust large Pepperoni pizzas , 2 bread sticks , 2 cheese sticks , 1 Caesar salad , 2 orange sodas , 2 lemon sodas </address> , and 2 colas . Is that all correct ?
443	Text 3	User	yup
444	Text 3	Clerk	That will be a total of $ 194.00 with <modality> delivery </modality> fees included . What address should this be delivered to ?
445	Text 3	User	<address> 123 elm st </address>
446	Text 3	Clerk	Alright , 123 elm st. Would you like to pay now or when it 's delivered Friday at 7p.m . ?
447	Text 3	User	now
448	Text 3	Clerk	Okay , what kind of card do you have ?
449	Text 3	User	mycard
450	Text 3	Clerk	Alright , mycard . What is the card number ?
451	Text 3	Clerk	alright , 12345 . What 's the expiration date ?
452	Text 3	User	end of year
453	Text 3	Clerk	Okay , end of year , and lastly what 's the name on the card ?
454	Text 3	User	Karen Smith
455	Text 3	Clerk	Okay , Karen Smith . Your order will be delivered at 7p.m . this Friday . Thank you for choosing Tony 's Pizza and have a great week !
456	Text 4	User	Hi , does Tony 's sell slices or just whole pizzas ?
457	Text 4	Clerk	Just whole pizzas
458	Text 4	User	Oh ok that might be a problem
459	Text 4	User	I have <quant> seven </quant> people who all want different pizzas
460	Text 4	Clerk	well we have small pizzas if that helps
461	Text 4	User	Do you do any half and half pizzas ?
462	Text 4	Clerk	no sorry
463	Text 4	User	Okay , this might be a long order
464	Text 4	User	the first person wants a pizza with <topping> bacon </topping> , <topping> sausage </topping> , and <topping> green peppers </topping>
465	Text 4	User	<crust> thin </crust> crust I think
466	Text 4	User	and we 'll make it <size> small </size>
467	Text 4	Clerk	okay
468	Text 4	User	Second person wants a <pizza_type> veggie supreme </pizza_type> thin crust
469	Text 4	User	also small
470	Text 4	Clerk	okay
471	Text 4	User	Person three just wants a pizza with <topping> cheddar cheese </topping> on <crust> regular </crust> crust
472	Text 4	User	these are all gon na be <size> small </size>
473	Text 4	Clerk	okay
474	Text 4	User	Person four does n't like cheese , vegetables , or meat , what do you recommend for them ?
475	Text 4	Clerk	could do vegan but no veggies , so just a red pizza
476	Text 4	User	Okay , how about a vegan no veggies but with <topping> pineapple </topping> , can we do that ?
477	Text 4	Clerk	sure
478	Text 4	User	Awesome , the fifth person and the sixth person both want <pizza_type> 4 cheese </pizza_type> but person 5 wants it with no mozzarella and person 6 does n't want <topping> swiss </topping>
479	Text 4	Clerk	okay
480	Text 4	User	The last person wants <pizza_type> veggie supreme </pizza_type> but with <topping> ham </topping>
481	Text 4	Clerk	okay
482	Text 4	User	Also we 'll get <quant> 3 </quant> <side> bread sticks </side> , <quant> 3 </quant> <side> cheese sticks </side> , and <quant> 3 </quant> <beverage> colas </beverage>
483	Text 4	User	that should be it
484	Text 4	Clerk	okay then you want ( 1 ) small thin crust w/ <topping> bacon sausage </topping> and <topping> green peppers </topping> <address> ( 2 ) small thin crust veggie supreme ( 3 ) small regular cheddar cheese ( 4 ) small vegan no veggies w/ pineapple ( 5 ) </address> <size> small </size> <pizza_type> 4 cheese </pizza_type> no mozzarella ( 6 ) <size> small </size> <pizza_type> 4 cheese </pizza_type> no <topping> swiss </topping> ( 7 ) <size> small </size> <pizza_type> veggie supreme w/ ham </pizza_type> . Plus <quant> 3 </quant> <side> bread sticks </side> , <quant> 3 </quant> <side> cheese sticks </side> and <quant> 3 </quant> <beverage> colas </beverage> , right ?
485	Text 4	User	Yes
486	Text 4	Clerk	what type crust for pizzas 4-7 ?
487	Text 4	User	hold on I have to ask them
488	Text 4	User	ok I 'm back they are want <crust> regular </crust> , and we need to add <quant> one </quant> <side> green salad </side>
489	Text 4	Clerk	okay
490	Text 4	User	do n't worry about the total
491	Text 4	User	we do n't need to know
492	Text 4	Clerk	alright then delivery or pickup ?
493	Text 4	User	<modality> delivery </modality>
494	Text 4	User	to <address> 123 elm st </address>
495	Text 4	Clerk	cool should be there in <time> 25 minutes </time> or so
496	Text 4	User	awesome thanks !
497	Text 5	User	Hi i 'd like 2 pizzas for <modality> pickup </modality> please
498	Text 5	Clerk	What 's the name for the order ?
499	Text 5	User	Karen Murphy
500	Text 5	Clerk	What kind of pizzas
501	Text 5	User	<size> large </size> <pizza_type> 4 cheese </pizza_type> with <topping> extra cheddar </topping> plus <topping> bacon </topping> and <size> large </size> <crust> gluten free </crust> <pizza_type> vegan </pizza_type>
502	Text 5	Clerk	what kind of crusts
503	Text 5	User	<crust> regular </crust> and <crust> thin </crust>
504	Text 5	Clerk	we ca n't do gluten free thin crust
505	Text 5	User	<crust> regular </crust>
506	Text 5	Clerk	we ca n't do gluten free regular either
507	Text 5	User	what can you do ?
508	Text 5	Clerk	just <crust> gluten free </crust>
509	Text 5	User	oh ok
510	Text 5	Clerk	So $ <numeric> 39.50 </numeric>
511	Text 5	Clerk	Delivery or <modality> pickup </modality>
512	Text 5	Clerk	?
513	Text 5	User	i order from you every week , is n't there a discount for regulars ?
514	Text 5	Clerk	that was discontinued
515	Text 5	User	my family has been coming to your pizza for over 10 years , we order from you every week
516	Text 5	Clerk	do you have any coupons ?
517	Text 5	User	No
518	Text 5	Clerk	Plus $ 3 if you want <modality> delivery </modality>
519	Text 5	User	What 's your name ?
520	Text 5	Clerk	Emily
521	Text 5	User	Are you the manager Emily ?
522	Text 5	Clerk	No
523	Text 5	User	Well let your manager know you need to respect your regular customers more
524	Text 5	Clerk	I 'll let her know that
525	Text 5	User	when will it be ready
526	Text 5	Clerk	I ca n't tell her for a while , she 's on vacation
527	Text 5	User	okay
528	Text 5	User	when can i <modality> pick up </modality> the pizza
529	Text 5	Clerk	Oh sorry I thought you wanted delivery , I put you down for <modality> delivery </modality> already on the register
530	Text 5	Clerk	Is that cool or should I change it ?
531	Text 5	User	yes i said pickup
532	Text 5	Clerk	Ok it 's gon na take a couple minutes for me to figure out how to change it
533	Text 5	Clerk	Ok it 's good now
534	Text 5	Clerk	It 'll be ready in <time> 20 minutes </time>
535	Text 5	User	ill pay when i arrive
536	Text 5	User	ok
537	Text 5	Clerk	Got it
538	Text 5	Clerk	what name for the order ?
539	Text 5	User	Karen Murphy
540	Text 5	Clerk	See you in <time> 20 minutes </time>
541	Text 6	User	Hi , <quant> two </quant> <size> large </size> <crust> regular </crust> crust Hawaiian pizzas , 2 orders of bread sticks , and 2 orange sodas please
542	Text 6	Clerk	Alright , do you want <modality> delivery </modality> or pickup ?
543	Text 6	User	Is there free delivery ?
544	Text 6	Clerk	No sorry , it 's $ <quant> 3 </quant> <size> extra </size>
545	Text 6	User	Pickup then
546	Text 6	Clerk	Alright can I have your name
547	Text 6	User	Maddie
548	Text 6	Clerk	Alright Maddie that will be $ 49 , do you want to pay now or once you arrive ?
549	Text 6	User	I 'll pay when I get there
550	Text 6	Clerk	Alright it should be ready in <time> 25 minutes </time>
551	Text 6	User	Okay , awesome ! Thank you !
552	Text 7	User	Hi could I please get <quant> two </quant> <size> large </size> pizzas for tonight around 6 ?
553	Text 7	Clerk	Sure thing ! What kind of pizzas are you looking for ? My person favorite is the Hawaiian with <topping> bacon </topping> and <topping> black olives </topping> . Is that something you 'd be interested in trying ?
554	Text 7	User	just plain
555	Text 7	Clerk	Are you sure , there are a lot of great toppings at Tony 's Pizza !
556	Text 7	User	maybe another time , my kids are pretty picky eaters haha
557	Text 7	Clerk	Oh , that 's too bad . What about you , do you want toppings on your pizza ?
558	Text 7	User	actually yeah pepperoni on one is fine
559	Text 7	Clerk	Okay , <quant> 1 </quant> <size> large </size> <pizza_type> plain </pizza_type> pizza and <quant> 1 </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> . What kind of crust would you like for them ?
560	Text 7	User	<crust> regular </crust> and thin please
561	Text 7	Clerk	Have you ever tried deep dish before ?
562	Text 7	User	in Chicago once yes
563	Text 7	Clerk	Well we have <crust> deep dish </crust> crust available right here in our own town at Tony 's Pizza !
564	Text 7	User	sorry once you have it in the best place you ca n't have it anywhere else
565	Text 7	User	it 's like new York pizza
566	Text 7	Clerk	But you 're having pizza now
567	Text 7	User	huh
568	Text 7	Clerk	Well , if I ca n't change your mind , you want <quant> 1 </quant> <size> large </size> <pizza_type> plain </pizza_type> pizza with <crust> regular </crust> crust and <quant> 1 </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> with <crust> thin </crust> crust ?
569	Text 7	User	yes please
570	Text 7	Clerk	Would you like pickup or delivery ?
571	Text 7	User	<modality> pickup </modality> please
572	Text 7	Clerk	Alright , your total will be $ 28.00 . Would you like to pay now or at Tony 's ?
573	Text 7	User	when I come in
574	Text 7	Clerk	Alright , what name for the order ?
575	Text 7	User	Michelle
576	Text 7	Clerk	Okay , Michelle , your order will be ready in <time> 17 minutes </time> ! Thank you for choosing Tony 's !
577	Text 8	User	Tony 's ?
578	Text 8	Clerk	yes
579	Text 8	User	1 pizza please
580	Text 8	Clerk	what kind
581	Text 8	User	the one with a bunch of meat
582	Text 8	Clerk	okay what size and crust
583	Text 8	User	<size> large </size>
584	Text 8	User	<crust> normal </crust>
585	Text 8	Clerk	$ 14 pickup or <modality> delivery </modality>
586	Text 8	User	I 'm already on my way
587	Text 8	Clerk	your name ?
588	Text 8	User	Josephine
589	Text 8	Clerk	be ready in <numeric> 10 </numeric>
590	Text 8	User	I 'll be there in <time> 15 </time>
591	Text 8	Clerk	okay thanks for choosing Tonys
592	Text 9	User	Hi do you sell custom pizzas ?
593	Text 9	Clerk	Hello ! Yes , we do sell custom pizzas at Tony 's Authentic Italian Pizzeria ! We also have 6 specialty pizzas to choose from .
594	Text 9	User	alright good because I 'm allergic to <topping> mushrooms </topping> so I want to be sure it has <name> none </name>
595	Text 9	Clerk	Yes , none of the pizzas have to have <topping> mushrooms </topping> .
596	Text 9	User	Great ! Okay I 'll take a <size> large </size> pizza with lots of cheese and a <size> large </size> with lots of meat
597	Text 9	Clerk	Is that two pizzas ?
598	Text 9	User	yes
599	Text 9	Clerk	What kind of crust would you like for those pizzas ?
600	Text 9	User	there 's different types ?
601	Text 9	Clerk	Yes , we have four different types : thin , regular , deep dish , and <crust> gluten free </crust>
602	Text 9	User	Oh great ! Then i 'll get regular for the meat and thin for the <pizza_type> cheese </pizza_type>
603	Text 9	Clerk	Okay , what kind of cheese do you want on the <pizza_type> cheese </pizza_type> pizza ?
604	Text 9	User	um the usual i guess
605	Text 9	Clerk	Do you want the <pizza_type> 4 cheese </pizza_type> pizza ?
606	Text 9	User	ooh what 's that one ?
607	Text 9	Clerk	It has all four cheeses that we offer : mozzarella , <topping> cheddar </topping> , <topping> swiss </topping> , and <topping> provolone </topping>
608	Text 9	User	Great I 'll take that one @
609	Text 9	User	!
610	Text 9	Clerk	And for the meat pizza , did you want the <pizza_type> meat lovers </pizza_type> ?
611	Text 9	User	sure sounds good
612	Text 9	Clerk	Okay , so you would like a <size> large </size> <pizza_type> thin crust 4 cheese </pizza_type> pizza and a <size> large </size> <crust> regular </crust> crust meat lovers pizza ?
613	Text 9	User	yup sounds good !
614	Text 9	Clerk	Anything else ?
615	Text 9	User	that will be all thanks
616	Text 9	Clerk	Okay , pickup or delivery ?
617	Text 9	User	<modality> pickup </modality> please , and can I pay when I arrive ?
618	Text 9	Clerk	Yes , your total will be $ 28.00 . What 's your name for the order ?
619	Text 9	User	Marie
620	Text 9	Clerk	Okay , great ! Your order will be ready in <time> 20 minutes Marie </time> !
621	Text 9	User	Thanks so much , have a good night !
622	Text 10	User	Hi , I got a coupon in the mail for my birthday , buy one pizza get <quant> one </quant> <size> free </size> . Can I use it now ?
623	Text 10	Clerk	Happy Birthday ! And sure , I just need the 4 numbers on the bottom right
624	Text 10	User	Thank you ! <numeric> 1234 </numeric>
625	Text 10	Clerk	Great ! What pizzas would you like ?
626	Text 10	User	We 're vegetarians but we do n't like <pizza_type> cheese </pizza_type>
627	Text 10	Clerk	Okay well there 's our vegan pizza or our <pizza_type> veggie supreme </pizza_type> pizza which we can hold the mozzarella on , or you can create your own pizza without cheese and add any of our vegetable toppings
628	Text 10	Clerk	or pineapple too
629	Text 10	User	Got it , okay I think the vegan pizza should be good . 2 of those please
630	Text 10	Clerk	okay what size for those ?
631	Text 10	User	<size> large </size>
632	Text 10	Clerk	okay <quant> 2 </quant> <size> large </size> <pizza_type> vegan </pizza_type> pizzas . What type of crust would you like on each ?
633	Text 10	User	How thin is the thin crust ?
634	Text 10	Clerk	I 'd say it 's about half an inch , it 's <name> pretty crispy </name>
635	Text 10	User	One thin and one thick crust please
636	Text 10	Clerk	We have thin , regular and deep-dish as our crust options , so for the thick one do you want regular or deep-dish ?
637	Text 10	User	<crust> regular </crust>
638	Text 10	Clerk	Okay so far you want <quant> 1 </quant> <size> large </size> <crust> thin </crust> crust vegan pizza and <quant> 1 </quant> <size> large </size> <crust> regular </crust> crust vegan pizza , right ?
639	Text 10	User	yes , and that should be all
640	Text 10	Clerk	Alright great ! For the two pizzas it comes to $ 14 after the coupon . Would you like to pickup in store or have it delivered for a fee of $ 3 ?
641	Text 10	User	Delivery , please . Our address is <address> 123 elm st </address> .
642	Text 10	Clerk	Great so your total is $ 18 . Would you like to pay now or when it arrives ?
643	Text 10	User	When it arrives , and should n't it be $ 17.00 ?
644	Text 10	Clerk	I 'm sorry , my mistake ! Yes your total will be $ 17 . Your order should arrive in about <time> 25 minutes </time> .
645	Text 10	Clerk	Thank you for choosing Tony 's , and Happy Birthday !
646	Text 10	User	Thank you !
647	Text 11	User	when do you close
648	Text 11	Clerk	What day ?
649	Text 11	User	tonight
650	Text 11	Clerk	10p.m .
651	Text 11	User	is delivery different ?
652	Text 11	Clerk	No , sorry . We stop taking delivery orders at 9:50 .
653	Text 11	User	then can I get <quant> two </quant> pizzas and some garlic knots delivered around 8 tonight ?
654	Text 11	Clerk	We do n't have garlic knots , but some sides we do have are bread sticks and cheese sticks .
655	Text 11	User	okay 1 of each then
656	Text 11	Clerk	Alright , 1 side of bread sticks and <quant> 1 </quant> side of cheese sticks . What kind of pizzas would you like ?
657	Text 11	User	<quant> 1 </quant> <size> large </size> <crust> deep dish </crust> with all the meats and <topping> extra bacon </topping> and large with all the cheeses
658	Text 11	Clerk	Okay , what type of crust would you like the second pizza to have ?
659	Text 11	User	normal i guess
660	Text 11	Clerk	We have regular , is that alright ?
661	Text 11	User	alright
662	Text 11	Clerk	So <quant> one </quant> <size> large </size> <crust> deep dish </crust> pizza with <topping> pepperoni </topping> , <topping> ham </topping> , <topping> bacon </topping> , and <topping> sausage </topping> with <topping> extra bacon </topping> and <quant> one </quant> <size> large </size> <crust> regular </crust> crust <pizza_type> 4 cheese </pizza_type> pizza ?
663	Text 11	Clerk	and 1 bread sticks and <quant> 1 </quant> <side> cheese sticks </side>
664	Text 11	User	actually no <topping> ham </topping>
665	Text 11	Clerk	Okay , so <quant> one </quant> <size> large </size> <crust> deep dish </crust> pizza with <topping> pepperoni </topping> , <topping> bacon </topping> , and <topping> sausage </topping> with <topping> extra bacon </topping> and <quant> one </quant> <size> large </size> <crust> regular </crust> crust <pizza_type> 4 cheese </pizza_type> pizza , <quant> 1 </quant> side of bread sticks , and <quant> 1 </quant> side of cheese sticks ?
666	Text 11	User	yes that 's it
667	Text 11	Clerk	Okay , that will be $ 57.50 . Would you like pickup or delivery ?
668	Text 11	User	when will it be ready ?
669	Text 11	Clerk	20 minutes
670	Text 11	User	ill pickup and pay then
671	Text 11	Clerk	alright , thank you for choosing Tony 's !
672	Text 12	User	Hi , I 'll take a <size> medium </size> <pizza_type> 4 Cheese </pizza_type> Pizza with <topping> olives </topping> on <crust> regular </crust> crust , 1 order of bread sticks , and a cola . I want it delivered to <address> 123 elm st. </address> please .
673	Text 12	Clerk	<modality> delivery </modality> is $ <quant> 3 </quant> <size> extra </size>
674	Text 12	User	That 's fine
675	Text 12	Clerk	$ 22.50 total , wan na pay now or when its delivered ?
676	Text 12	User	Now please
677	Text 12	Clerk	name , number and expriration on the card ?
678	Text 12	User	Jennifer Carlsdale , Mycard , 12345 , end of the year
679	Text 12	Clerk	should be there in <time> 25 minutes </time> , thanks for choosing Tony 's
680	Text 12	User	Alright , thanks !
681	Text 13	User	Hi I 'd like to order a pizza and <quant> two </quant> drinks for <modality> delivery </modality>
682	Text 13	Clerk	You 're going to need to be more specific
683	Text 13	User	Yeah I know , give me a minute just finalizing what I want
684	Text 13	User	okay large Hawaiian , <size> large </size> <pizza_type> 4 cheese </pizza_type> with <topping> pepperoni </topping> and a lemon soda and and ginger ale
685	Text 13	Clerk	Pickup or delivery ?
686	Text 13	User	Last week they gave me a orange soda instead of lemon and I called and they said I could get a free one , just had to tell them it 's <name> Marissa </name>
687	Text 13	Clerk	Okay , did they tell you if they wrote a note about it and where they left it ?
688	Text 13	User	they just said to say it 's Marissa and explain what happened , they should have let you know
689	Text 13	Clerk	Well normally we 're supposed to leave a note about that
690	Text 13	User	so because someone forgot I do n't get the drink I deserve ?
691	Text 13	User	This is ridiculous
692	Text 13	Clerk	I can ask around and see if anyone heard about this last week
693	Text 13	Clerk	Just give me one moment
694	Text 13	User	yes please that would be a smart idea
695	Text 13	Clerk	Okay someone remembers a Melissa , what did you say your name was ?
696	Text 13	User	Melissa yes
697	Text 13	Clerk	Wait , I thought you said Marissa before
698	Text 13	User	they probably heard my name wrong over the phone , marissa is n't too common
699	Text 13	User	it happens all the time
700	Text 13	Clerk	So are you Marissa or Melissa ?
701	Text 13	User	Marissa
702	Text 13	Clerk	But they heard Melissa
703	Text 13	User	ugh this is <name> unbelievable </name>
704	Text 13	User	this is my last order from this place until they get better help
705	Text 13	User	I 'll <modality> take delivery </modality> and pay when it arrives
706	Text 13	Clerk	Okay , what kind of crusts did you want ?
707	Text 13	User	<crust> regular </crust>
708	Text 13	Clerk	Alright , $ <numeric> 40.50 </numeric>
709	Text 13	User	fine
710	Text 13	Clerk	Thanks for ordering at Tony 's
711	Text 14	User	What kinds of cheese do you offer ?
712	Text 14	Clerk	We offer mozzarella , <topping> cheddar </topping> , <topping> swiss </topping> , and <topping> provolone </topping> for our pizzas . The cheese on the <pizza_type> cheese </pizza_type> sticks is a mix of cheddar and mozzarella
713	Text 14	User	cool , do you have a pizza that blends all of those cheeses ?
714	Text 14	Clerk	Yeah ! One of our specialty pizzas is the <pizza_type> 4 cheese </pizza_type> , which has all of them
715	Text 14	User	Okay , that sounds good
716	Text 14	Clerk	Great ! We offer it in small , medium , and <size> large </size> and in thin crust , regular , deep-dish , or <crust> gluten free </crust> .
717	Text 14	User	Small and <crust> gluten free </crust> please
718	Text 14	Clerk	Okay , any additional toppings ?
719	Text 14	User	Nope , that should be all
720	Text 14	Clerk	Great ! Delivery or <modality> pickup </modality>
721	Text 14	User	Delivery
722	Text 14	Clerk	Okay your total is $ 18 . How would you like to pay ?
