	Conversation	Speaker	Transcript
327	Text17	User	Good evening ! I would like a <pizza_type> pepperoni </pizza_type> pizza , but with <topping> cheddar cheese </topping> and a <crust> gluten free </crust> crust . Also can you bake it for an extra long time ?
328	Text17	Clerk	Sure ! What size pizza would you like ?
329	Text17	User	Hmm . Maybe a <size> medium </size> .
330	Text17	Clerk	Alright , I have <quant> one </quant> <size> medium </size> <pizza_type> pepperoni cheddar </pizza_type> pizza with a <crust> gluten free </crust> crust , baked extra long . Would you like any sides with that ?
331	Text17	User	Hmm . What kind of sides do you have ?
332	Text17	Clerk	We have bread sticks , cheese sticks , green salads and Caesar salads .
333	Text17	User	Hmm . How much is the Caesar ?
334	Text17	Clerk	Our Caesar salads are $ 12 .
335	Text17	User	Okay , add one of those please . That will be all .
336	Text17	Clerk	Great , one medium pizza and one Caesar salad . Will that be delivery or <modality> pick up </modality> ?
337	Text17	User	Pick up . My name is John Smith .
338	Text17	Clerk	Great . That should be ready in about <time> 20 minutes </time> , and you total will be $ 34 , John .
339	Text17	User	Okay , thanks . Bye .
340	Text18	Clerk	Hello , this is Jane . Oh , I mean , this is generic pizza place , Jane speaking ! What can I get you ?
341	Text18	User	Hello there . I 'm looking for a pizza . Do you know if your vegan pizza is organic ?
342	Text18	Clerk	All of our ingredients are locally sourced and certified organic .
343	Text18	User	Wow . Okay , I 'd like <quant> two </quant> <size> large </size> <pizza_type> vegan </pizza_type> pizzas . With <crust> gluten free </crust> crusts . And three mineral waters .
344	Text18	Clerk	Great ! Would you like any sides or desserts with that ?
345	Text18	User	No thank you .
346	Text18	Clerk	Alright , could I get your name and phone number ?
347	Text18	User	My name is John Smith , 123-456-7890 . Can I save this order to reuse later ? Except with only two mineral waters instead of three ?
348	Text18	Clerk	Definitely , give me a moment to save that . Ok , that is <quant> two </quant> <size> large </size> <pizza_type> vegan </pizza_type> pizzas with <crust> gluten free </crust> crusts and <quant> two </quant> mineral waters saved as your preferred order . Is today 's order delivery or <modality> pick up </modality> ?
349	Text18	User	Yes . But three mineral waters tonight . Delivery please .
350	Text18	Clerk	Yes , I have <quant> three </quant> mineral waters for today . Alright , your total will be $ 74.50 , and it should take about 20 minutes .
351	Text18	User	Okay , thank you Jane !
352	Text18	Clerk	Have a good night !
353	Text19	Clerk	Generic pizza place , Jane speaking .
354	Text19	User	Hello , I would like a <size> small </size> <pizza_type> Hawaiian </pizza_type> pizza . Thin crust . And some <pizza_type> cheese </pizza_type> sticks .
355	Text19	Clerk	Would you like a drink or dessert ?
356	Text19	User	No thank you . How long will it be ?
357	Text19	Clerk	It will take about 10 minutes to cook . Is this <modality> delivery </modality> or <modality> pick up </modality> ?
358	Text19	User	Can I get it <modality> delivered </modality> to Generic High School ?
359	Text19	Clerk	Sure . What is the street address ?
360	Text19	User	<address> 1234 Main St , New City , AB 12345 </address>
361	Text19	Clerk	Your total will be $ 28 , and it will arrive in about <time> 15 minutes </time> . Is there anything else you need today ?
362	Text19	User	That 's it , thanks .
363	Text19	Clerk	Goodbye .
364	Text20	Clerk	Hello , thank you for calling generic pizza place ! What can I get for you today ?
365	Text20	User	I want <quant> two </quant> <size> large </size> <crust> deep dish </crust> pizzas . With everything on them .
366	Text20	Clerk	Sure ! That would be <quant> two </quant> <size> large </size> <crust> deep dish </crust> pizzas with mozzarella , <topping> cheddar </topping> , <topping> swiss </topping> , <topping> provolone </topping> , <topping> pineapple </topping> , <topping> green peppers </topping> , <topping> red onions </topping> , <topping> mushrooms </topping> , <topping> black olives </topping> , <topping> pepperoni </topping> , <topping> ham </topping> , <topping> bacon </topping> , and <topping> sausage </topping> . Is that correct ?
367	Text20	User	Yes . And extra <topping> pineapple </topping> on one of them .
368	Text20	Clerk	Alright , extra <topping> pineapple </topping> on one . Would you like any drinks , sides , or desserts today ?
369	Text20	User	No thank you . Just the pizzas today .
370	Text20	Clerk	Ok , sounds good . Is this for <modality> pick up </modality> ?
371	Text20	User	Yes .
372	Text20	Clerk	Great , added to the <modality> pick up </modality> list . Could I get your name ?
373	Text20	User	Smith . 456-7890
374	Text20	Clerk	Alright , that will be ready in about <time> 20 minutes </time> . We will see you then !
375	Text20	User	Thank you .
376	Text20	Clerk	Your total will be $ 88 .
377	Text20	User	Okay , thanks !
378	Abnormal1	Clerk	Thank you for calling generic pizza place ! This is Jane , how can I help you ?
379	Abnormal1	User	Hi . I 'm looking for <quant> three </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> pizzas . Also three colas . And wait hold on , give me a moment . Uhhhh has anyone seen Max ? Max ? Does anyone remember what he ca n't eat ? Okay hold on , I need to find a buddy of mine . Give me just a few minutes . Actually you know what , I 'll call you back . Uhh just so you know my name is John Smith .
380	Abnormal1	Clerk	Ok , thank you .
381	Abnormal1	Clerk	Hello , this is generic pizza place . How can I help ?
382	Abnormal1	User	Hi , this is John from before . We found Max . And he ca n't have <pizza_type> cheese </pizza_type> for some reason . So that complicates things .
383	Abnormal1	Clerk	One minute , I think Jane was on the phones earlier .
384	Abnormal1	User	Oh .
385	Abnormal1	Clerk	Hey Jane , did you have a John earlier ? You wrote the order down ?
386	Abnormal1	User	Uhh I think I 'd ordered <quant> three </quant> <size> large </size> pizzas . Or maybe it was <numeric> two </numeric> .
387	Abnormal1	Clerk	Yes , I found the note from earlier . I have <quant> three </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> pizzas and <quant> three </quant> <beverage> colas </beverage> Did you want to do one of those without cheese ?
388	Abnormal1	User	Okay , well I 'd like one of those pepperonis without cheese . Yes exactly . Thank you . The three colas are still good to go .
389	Abnormal1	Clerk	Great , we can do that . Is that for <modality> delivery </modality> or pick-up ?
390	Abnormal1	User	That would be for <modality> delivery </modality> . My address is <numeric> 1234 </numeric> Main St .
391	Abnormal1	Clerk	Alright , your total will be $ 66 , and it will take about 20 minutes . Anything else you need today ?
392	Abnormal1	User	No , that 's it from me .
393	Abnormal1	Clerk	Alright , thank you for your order . Have a nice day !
394	Abnormal1	User	Thank you .
395	Abnormal2	Clerk	Hello , generic pizza place . What can I get for you ?
396	Abnormal2	User	Hi , I 'd like a <size> small </size> <pizza_type> veggie </pizza_type> pizza and a salad .
397	Abnormal2	Clerk	Sure . We have a both a green salad and a Caesar salad , which would you like ?
398	Abnormal2	User	Hmm . Maybe the Caesar .
399	Abnormal2	Clerk	Ok , a <size> small </size> <pizza_type> veggie </pizza_type> pizza and ... sa ... d ... . els ... . to ... .ay ... .
400	Abnormal2	User	What ? Sorry , I think you might be breaking up . Can you repeat that ?
401	Abnormal2	Clerk	Is there any ... ... . else ... ... get yo ... ... . day ?
402	Abnormal2	User	That 's it . My name is John .
403	Abnormal2	Clerk	Deli ... ... or ... . up ?
404	Abnormal2	User	Uhh . Pick up .
405	Abnormal2	Clerk	... ..33.50 ... .minu ... ..tha ... ... ou
406	Abnormal2	User	Uhh okay sure . Thanks .
407	Abnormal3	Clerk	Hello , this is generic pizza place . What can I get you ?
408	Abnormal3	User	Hi , can I just get a <size> small </size> <pizza_type> pepperoni </pizza_type> pizza ?
409	Abnormal3	Clerk	Yeah , sure . That all ?
410	Abnormal3	User	Um , yeah , that 's all . How much is that ?
411	Abnormal3	Clerk	$ <numeric> 14.00 </numeric>
412	Abnormal3	User	Oh , um , do you do slices ?
413	Abnormal3	Clerk	Hold on , let me ask . No , unfortunately we do not sell by the slice .
414	Abnormal3	User	Oh , alright , never mind .
415	Abnormal4	Clerk	Hello , this is generic pizza place . Just a heads up , all of our ovens are currently out of commission . But is there anything I can help you with ?
416	Abnormal4	User	Oh , so you 're not doing pizza right now ?
417	Abnormal4	Clerk	No we are not . The only things we currently have are salads , drinks , and desserts .
418	Abnormal4	User	Oh well , I guess I can eat healthier for one night . Uh , could I get a Caesar salad , a root beer , and a slice of chocolate cake ?
419	Abnormal4	Clerk	Okay , sure , we can get you that . Did you want to pick it up ?
420	Abnormal4	User	Yeah , I 'll do that .
421	Abnormal4	Clerk	Okay , that 'll be $ 20.50 . What was your name ?
422	Abnormal4	User	Jane Doe .
423	Abnormal4	Clerk	Okay Jane . It 's ready whenever you get here . See you soon .
